url,paragraph_1,paragraph_2,subset,span_1,span_2,Label
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"1. Органы государственной власти в пределах своих полномочий, определенных в соответствии со статьями 81 - 83 настоящего Кодекса, разрабатывают планы тушения лесных пожаров, устанавливающие:","1. Органы государственной власти в пределах своих полномочий, определенных в соответствии со статьями 81 - 83 настоящего Кодекса, разрабатывают планы тушения лесных пожаров в форме электронного документа, устанавливающие:",Лесной кодекс,"['', '1. Органы государственной власти в пределах своих полномочий, определенных в соответствии со статьями 81 - 83 настоящего Кодекса, разрабатывают планы тушения лесных пожаров']","['в форме электронного документа', '1. Органы государственной власти в пределах своих полномочий, определенных в соответствии со статьями 81 - 83 настоящего Кодекса, разрабатывают планы тушения лесных пожаров']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"1. Отчет о защите лесов представляется гражданами, юридическими лицами в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса, непосредственно либо через многофункциональные центры предоставления государственных и муниципальных услуг в форме документа на бумажном носителе или в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг.","1. Отчет о защите лесов представляется индивидуальными предпринимателями, юридическими лицами, осуществляющими использование лесов, в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса, в порядке, предусмотренном частью 1 статьи 93.5 настоящего Кодекса.",Лесной кодекс,"['гражданами', '', 'непосредственно либо через многофункциональные центры предоставления государственных и муниципальных услуг в форме документа на бумажном носителе или в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг.', '1. Отчет о защите лесов представляется', 'в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса']","['индивидуальными предпринимателями', 'осуществляющими использование лесов,', 'в порядке, предусмотренном частью 1 статьи 93.5 настоящего Кодекса.', '1. Отчет о защите лесов представляется', 'в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса']","['Contradiction', 'Addition', 'Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"1. Отчет об использовании лесов представляется гражданами, юридическими лицами, осуществляющими использование лесов, в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса, непосредственно либо через многофункциональные центры предоставления государственных и муниципальных услуг в форме документа на бумажном носителе или в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг.","1. Отчет об использовании лесов представляется гражданами, юридическими лицами, осуществляющими использование лесов, за исключением использования лесов для заготовки древесины, в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса, в порядке, предусмотренном частью 1 статьи 93.5 настоящего Кодекса. Отчет об использовании лесов формируется гражданами, юридическими лицами, осуществляющими использование лесов для заготовки древесины, с использованием федеральной государственной информационной системы лесного комплекса в соответствии с частью 4 статьи 93.5 настоящего Кодекса.",Лесной кодекс,"['', 'непосредственно либо через многофункциональные центры предоставления государственных и муниципальных услуг в форме документа на бумажном носителе или в форме электронного документа, подписанного электронной подписью,', 'информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг.', '1. Отчет об использовании лесов представляется гражданами, юридическими лицами, осуществляющими использование лесов', 'в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса']","['за исключением использования лесов для заготовки древесины,', 'в порядке, предусмотренном частью 1 статьи 93.5 настоящего Кодекса. Отчет об использовании лесов формируется гражданами, юридическими лицами, осуществляющими использование лесов для заготовки древесины,', 'федеральной государственной информационной системы лесного комплекса в соответствии с частью 4 статьи 93.5 настоящего Кодекса.', '1. Отчет об использовании лесов представляется гражданами, юридическими лицами, осуществляющими использование лесов', 'в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса']","['Addition', 'Contradiction', 'Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"1. Отчет об охране лесов от пожаров представляется гражданами, юридическими лицами в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса, непосредственно либо через многофункциональные центры предоставления государственных и муниципальных услуг в форме документа на бумажном носителе или в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг.","1. Отчет об охране лесов от пожаров представляется гражданами, юридическими лицами в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса, в порядке, предусмотренном частью 1 статьи 93.5 настоящего Кодекса.",Лесной кодекс,"['непосредственно либо через многофункциональные центры предоставления государственных и муниципальных услуг в форме документа на бумажном носителе или в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг.', '1. Отчет об охране лесов от пожаров представляется гражданами, юридическими лицами в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса']","['в порядке, предусмотренном частью 1 статьи 93.5 настоящего Кодекса.', '1. Отчет об охране лесов от пожаров представляется гражданами, юридическими лицами в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса']","['Contradiction', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,2) мониторинг пожарной опасности в лесах и лесных пожаров;,"2) мониторинг пожарной опасности в лесах и лесных пожаров, в том числе с использованием специализированного программного обеспечения, позволяющего осуществлять указанную деятельность в автоматическом режиме с использованием геоинформационных систем (далее - информационная система учета лесных пожаров);",Лесной кодекс,"['', '2) мониторинг пожарной опасности в лесах и лесных пожаров']","['в том числе с использованием специализированного программного обеспечения, позволяющего осуществлять указанную деятельность в автоматическом режиме с использованием геоинформационных систем (далее - информационная система учета лесных пожаров);', '2) мониторинг пожарной опасности в лесах и лесных пожаров']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"2. Ежегодно лесная декларация подается в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса, непосредственно либо через многофункциональные центры предоставления государственных и муниципальных услуг в форме документа на бумажном носителе или в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг, лицами, которым лесные участки предоставлены в постоянное (бессрочное) пользование или в аренду, либо лицами, осуществляющими использование лесов на основании сервитута или установленного в целях, предусмотренных статьей 39.37 Земельного кодекса Российской Федерации, публичного сервитута.","2. Ежегодно лесная декларация подается в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса, в порядке, предусмотренном частью 1 статьи 93.5 настоящего Кодекса, лицами, которым лесные участки предоставлены в постоянное (бессрочное) пользование или в аренду, либо лицами, осуществляющими использование лесов на основании сервитута, публичного сервитута.",Лесной кодекс,"['непосредственно либо через многофункциональные центры предоставления государственных и муниципальных услуг в форме документа на бумажном носителе или в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг,', 'или установленного в целях, предусмотренных статьей 39.37 Земельного кодекса Российской Федерации,', '2. Ежегодно лесная декларация подается в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса', 'лицами, которым лесные участки предоставлены в постоянное (бессрочное) пользование или в аренду, либо лицами, осуществляющими использование лесов на основании сервитута']","['в порядке, предусмотренном частью 1 статьи 93.5 настоящего Кодекса,', '', '2. Ежегодно лесная декларация подается в органы государственной власти, органы местного самоуправления в пределах их полномочий, определенных в соответствии со статьями 81 - 84 настоящего Кодекса', 'лицами, которым лесные участки предоставлены в постоянное (бессрочное) пользование или в аренду, либо лицами, осуществляющими использование лесов на основании сервитута']","['Contradiction', 'Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"2. Информация о лесах размещается на официальных сайтах в информационно-телекоммуникационной сети ""Интернет"" органов государственной власти, органов местного самоуправления, осуществляющих в соответствии со статьями 81 - 84 настоящего Кодекса полномочия в области использования, охраны, защиты и воспроизводства лесов.","2. Информация о лесах размещается на официальном сайте оператора федеральной государственной информационной системы лесного комплекса в информационно-телекоммуникационной сети ""Интернет"" в соответствии с частью 5 статьи 93.1 настоящего Кодекса.",Лесной кодекс,"['со статьями 81 - 84 настоящего Кодекса полномочия в области использования, охраны, защиты и воспроизводства лесов.', 'органов государственной власти, органов местного самоуправления, осуществляющих', 'со статьями 81 - 84', 'полномочия в области использования, охраны, защиты и воспроизводства лесов.', '2. Информация о лесах размещается на', 'в информационно-телекоммуникационной сети ""Интернет""']","['с частью 5 статьи 93.1 настоящего Кодекса.', 'оператора федеральной государственной информационной системы лесного комплекса', 'с частью 5 статьи 93.1', '', '2. Информация о лесах размещается на', 'в информационно-телекоммуникационной сети ""Интернет""']","['Contradiction', 'Contradiction', 'Contradiction', 'Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"2. Информация о маркировке древесины, указанной в части 1 настоящей статьи, представляется юридическими лицами, индивидуальными предпринимателями, осуществляющими вывоз такой древесины из Российской Федерации, в единую государственную автоматизированную информационную систему учета древесины и сделок с ней в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг, не позднее одного дня до ее вывоза из Российской Федерации.","2. Информация о маркировке древесины, указанной в части 1 настоящей статьи, представляется юридическими лицами, индивидуальными предпринимателями, осуществляющими вывоз такой древесины из Российской Федерации, в государственный лесной реестр не позднее одного дня до ее вывоза из Российской Федерации.",Лесной кодекс,"['единую государственную автоматизированную информационную систему учета древесины и сделок с ней в форме электронного документа, подписанного электронной подписью, с использованием информационно-телекоммуникационных сетей общего пользования, в том числе сети ""Интернет"", включая единый портал государственных и муниципальных услуг,', '2. Информация о маркировке древесины, указанной в части 1 настоящей статьи, представляется юридическими лицами, индивидуальными предпринимателями, осуществляющими вывоз такой древесины из Российской Федерации, в', 'не позднее одного дня до ее вывоза из Российской Федерации']","['государственный лесной реестр', '2. Информация о маркировке древесины, указанной в части 1 настоящей статьи, представляется юридическими лицами, индивидуальными предпринимателями, осуществляющими вывоз такой древесины из Российской Федерации, в', 'не позднее одного дня до ее вывоза из Российской Федерации']","['Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"2. Состав проекта освоения лесов, порядок его разработки и внесения в него изменений устанавливаются уполномоченным федеральным органом исполнительной власти.","2. Состав проекта освоения лесов, порядок его разработки и внесения в него изменений, требования к формату проекта освоения лесов в форме электронного документа устанавливаются уполномоченным федеральным органом исполнительной власти.",Лесной кодекс,"['', '2. Состав проекта освоения лесов, порядок его разработки и внесения в него изменений', 'устанавливаются уполномоченным федеральным органом исполнительной власти']","['требования к формату проекта освоения лесов в форме электронного документа', '2. Состав проекта освоения лесов, порядок его разработки и внесения в него изменений', 'устанавливаются уполномоченным федеральным органом исполнительной власти']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"3. Граждане, юридические лица, осуществляющие заготовку древесины, за исключением лиц, осуществляющих заготовку древесины при использовании лесов в соответствии со статьями 43 - 46 настоящего Кодекса, в целях подтверждения соблюдения требований, указанных в части 3 статьи 23.1 настоящего Кодекса, прилагают к отчету об использовании лесов материалы дистанционного зондирования (в том числе аэрокосмической съемки, аэрофотосъемки), фото- и видеофиксации.","3. Граждане, юридические лица, осуществляющие заготовку древесины, за исключением лиц, осуществляющих заготовку древесины при использовании лесов в соответствии со статьями 43 - 46 настоящего Кодекса, в целях подтверждения соблюдения требований, указанных в части 3 статьи 23.1 настоящего Кодекса, прилагают к отчету об использовании лесов материалы фотофиксации, изготовленные с использованием специального программного обеспечения, указанного в части 6 статьи 19 настоящего Кодекса.",Лесной кодекс,"['дистанционного зондирования (в том числе аэрокосмической съемки, аэрофотосъемки), фото- и видеофиксации.', '3. Граждане, юридические лица, осуществляющие заготовку древесины, за исключением лиц, осуществляющих заготовку древесины при использовании лесов в соответствии со статьями 43 - 46 настоящего Кодекса, в целях подтверждения соблюдения требований, указанных в части 3 статьи 23.1 настоящего Кодекса, прилагают к отчету об использовании лесов материалы']","['фотофиксации, изготовленные с использованием специального программного обеспечения, указанного в части 6 статьи 19 настоящего Кодекса.', '3. Граждане, юридические лица, осуществляющие заготовку древесины, за исключением лиц, осуществляющих заготовку древесины при использовании лесов в соответствии со статьями 43 - 46 настоящего Кодекса, в целях подтверждения соблюдения требований, указанных в части 3 статьи 23.1 настоящего Кодекса, прилагают к отчету об использовании лесов материалы']","['Contradiction', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,3. Сводный план тушения лесных пожаров на территории субъекта Российской Федерации утверждается высшим должностным лицом субъекта Российской Федерации по согласованию с уполномоченным федеральным органом исполнительной власти.,"3. Сводный план тушения лесных пожаров на территории субъекта Российской Федерации разрабатывается в форме электронного документа, утверждается высшим должностным лицом субъекта Российской Федерации по согласованию с уполномоченным федеральным органом исполнительной власти.",Лесной кодекс,"['', '3. Сводный план тушения лесных пожаров на территории субъекта Российской Федерации', 'утверждается высшим должностным лицом субъекта Российской Федерации по согласованию с уполномоченным федеральным органом исполнительной власти']","['разрабатывается в форме электронного документа,', '3. Сводный план тушения лесных пожаров на территории субъекта Российской Федерации', 'утверждается высшим должностным лицом субъекта Российской Федерации по согласованию с уполномоченным федеральным органом исполнительной власти']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"3. Форма лесной декларации, порядок ее заполнения и подачи, а также требования к формату лесной декларации в электронной форме утверждаются уполномоченным федеральным органом исполнительной власти.","3. Форма лесной декларации, порядок ее заполнения, а также требования к формату лесной декларации в электронной форме утверждаются уполномоченным федеральным органом исполнительной власти.",Лесной кодекс,"['и подачи', '3. Форма лесной декларации, порядок ее заполнения', 'а также требования к формату лесной декларации в электронной форме утверждаются уполномоченным федеральным органом исполнительной власти']","['', '3. Форма лесной декларации, порядок ее заполнения', 'а также требования к формату лесной декларации в электронной форме утверждаются уполномоченным федеральным органом исполнительной власти']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"4. Порядок маркировки и требования к маркировке древесины, указанной в части 1 настоящей статьи, перечень информации о маркировке указанной древесины, представляемой в единую государственную автоматизированную информационную систему учета древесины и сделок с ней в соответствии с частью 2 настоящей статьи, устанавливаются Правительством Российской Федерации.","4. Порядок маркировки и требования к маркировке древесины, указанной в части 1 настоящей статьи, перечень информации о маркировке указанной древесины, представляемой для внесения в государственный лесной реестр в соответствии с частью 2 настоящей статьи, устанавливаются Правительством Российской Федерации.",Лесной кодекс,"['в единую государственную автоматизированную информационную систему учета древесины и сделок с ней', '4. Порядок маркировки и требования к маркировке древесины, указанной в части 1 настоящей статьи, перечень информации о маркировке указанной древесины, представляемой', 'в соответствии с частью 2 настоящей статьи, устанавливаются Правительством Российской Федерации']","['для внесения в государственный лесной реестр', '4. Порядок маркировки и требования к маркировке древесины, указанной в части 1 настоящей статьи, перечень информации о маркировке указанной древесины, представляемой', 'в соответствии с частью 2 настоящей статьи, устанавливаются Правительством Российской Федерации']","['Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,5) обеспечивает своевременное представление в уполномоченный федеральный орган исполнительной власти по контролю за осуществлением переданных полномочий отчетности об осуществлении переданных в соответствии с частью 1 настоящей статьи полномочий.,5) обеспечивает своевременное представление в форме электронного документа в уполномоченный федеральный орган исполнительной власти по контролю за осуществлением переданных полномочий отчетности об осуществлении переданных в соответствии с частью 1 настоящей статьи полномочий.,Лесной кодекс,"['', '5) обеспечивает своевременное представление', 'в уполномоченный федеральный орган исполнительной власти по контролю за осуществлением переданных полномочий отчетности об осуществлении переданных в соответствии с частью 1 настоящей статьи полномочий']","['в форме электронного документа', '5) обеспечивает своевременное представление', 'в уполномоченный федеральный орган исполнительной власти по контролю за осуществлением переданных полномочий отчетности об осуществлении переданных в соответствии с частью 1 настоящей статьи полномочий']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,5. На особо защитных участках лесов проведение выборочных рубок допускается только в целях вырубки погибших и поврежденных лесных насаждений.,"5. На особо защитных участках лесов проведение выборочных рубок допускается только в целях вырубки погибших и поврежденных лесных насаждений, а на особо защитных участках лесов, предусмотренных пунктом 3 части 2 настоящей статьи, допускается также уход за лесными насаждениями.",Лесной кодекс,"['', '5. На особо защитных участках лесов проведение выборочных рубок допускается только в целях вырубки погибших и поврежденных лесных насаждений']","['а на особо защитных участках лесов, предусмотренных пунктом 3 части 2 настоящей статьи, допускается также уход за лесными насаждениями.', '5. На особо защитных участках лесов проведение выборочных рубок допускается только в целях вырубки погибших и поврежденных лесных насаждений']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=494632&diff=523312&from=523312-0-diff&rnd=kVMNNg#vF8w9CVloSeAb1v7 ,"6) осуществление на землях лесного фонда охраны лесов (в том числе установления зон контроля лесных пожаров, выполнения мер пожарной безопасности в лесах, тушения лесных пожаров, за исключением выполнения взрывных работ в целях локализации и ликвидации лесных пожаров и осуществления мероприятий по искусственному вызыванию осадков в целях тушения лесных пожаров, а также осуществления мер экстренного реагирования), защиты лесов (за исключением лесозащитного районирования и государственного лесопатологического мониторинга), воспроизводства лесов (за исключением лесосеменного районирования, формирования федерального фонда семян лесных растений и государственного мониторинга воспроизводства лесов), лесоразведения;","6) осуществление на землях лесного фонда охраны лесов (в том числе установления зон контроля лесных пожаров, выполнения мер пожарной безопасности в лесах, тушения лесных пожаров, за исключением выполнения взрывных работ в целях локализации и ликвидации лесных пожаров и осуществления мероприятий по искусственному вызыванию осадков в целях тушения лесных пожаров, а также осуществления мер экстренного реагирования), защиты лесов (за исключением лесозащитного районирования и государственного лесопатологического мониторинга), воспроизводства лесов (за исключением государственного мониторинга воспроизводства лесов), лесоразведения, лесного семеноводства (за исключением лесосеменного районирования, формирования, использования и хранения федерального фонда семян лесных растений);",Лесной кодекс,"['за исключением лесосеменного районирования, формирования федерального фонда семян лесных растений и', '', '6) осуществление на землях лесного фонда охраны лесов (в том числе установления зон контроля лесных пожаров, выполнения мер пожарной безопасности в лесах, тушения лесных пожаров, за исключением выполнения взрывных работ в целях локализации и ликвидации лесных пожаров и осуществления мероприятий по искусственному вызыванию осадков в целях тушения лесных пожаров, а также осуществления мер экстренного реагирования), защиты лесов (за исключением лесозащитного районирования и государственного лесопатологического мониторинга), воспроизводства лесов (', 'государственного мониторинга воспроизводства лесов), лесоразведения']","['', 'лесного семеноводства (за исключением лесосеменного районирования, формирования, использования и хранения федерального фонда семян лесных растений);', '6) осуществление на землях лесного фонда охраны лесов (в том числе установления зон контроля лесных пожаров, выполнения мер пожарной безопасности в лесах, тушения лесных пожаров, за исключением выполнения взрывных работ в целях локализации и ликвидации лесных пожаров и осуществления мероприятий по искусственному вызыванию осадков в целях тушения лесных пожаров, а также осуществления мер экстренного реагирования), защиты лесов (за исключением лесозащитного районирования и государственного лесопатологического мониторинга), воспроизводства лесов (за исключением', 'государственного мониторинга воспроизводства лесов), лесоразведения']","['Addition', 'Addition', 'Equivalent', 'Equivalent']"
